"site","date","count","treatment"
"O-5",2024-04-18,108,"rx_fire_sec_growth"
"O-5",2024-04-19,100,"rx_fire_sec_growth"
"O-5",2024-04-20,214,"rx_fire_sec_growth"
"O-5",2024-04-21,45,"rx_fire_sec_growth"
"O-5",2024-04-22,134,"rx_fire_sec_growth"
"O-5",2024-04-23,131,"rx_fire_sec_growth"
"O-5",2024-04-24,156,"rx_fire_sec_growth"
"O-5",2024-04-25,68,"rx_fire_sec_growth"
"O-5",2024-04-26,4,"rx_fire_sec_growth"
"O-5",2024-04-27,7,"rx_fire_sec_growth"
"O-5",2024-04-28,57,"rx_fire_sec_growth"
"O-5",2024-04-29,26,"rx_fire_sec_growth"
"O-5",2024-04-30,79,"rx_fire_sec_growth"
"O-5",2024-05-01,48,"rx_fire_sec_growth"
"O-5",2024-05-02,48,"rx_fire_sec_growth"
"O-5",2024-05-03,99,"rx_fire_sec_growth"
"O-5",2024-05-04,57,"rx_fire_sec_growth"
"O-5",2024-05-05,82,"rx_fire_sec_growth"
"O-5",2024-05-06,39,"rx_fire_sec_growth"
"O-5",2024-05-07,69,"rx_fire_sec_growth"
"O-5",2024-05-08,46,"rx_fire_sec_growth"
"O-5",2024-05-09,21,"rx_fire_sec_growth"
"O-5",2024-05-10,35,"rx_fire_sec_growth"
"O-5",2024-05-11,176,"rx_fire_sec_growth"
"O-5",2024-05-12,123,"rx_fire_sec_growth"
"O-5",2024-05-13,54,"rx_fire_sec_growth"
"O-5",2024-05-14,44,"rx_fire_sec_growth"
"O-5",2024-05-15,16,"rx_fire_sec_growth"
"O-5",2024-05-16,158,"rx_fire_sec_growth"
"O-5",2024-05-17,53,"rx_fire_sec_growth"
"O-5",2024-05-18,11,"rx_fire_sec_growth"
"O-5",2024-05-19,77,"rx_fire_sec_growth"
"O-5",2024-05-20,65,"rx_fire_sec_growth"
"O-5",2024-05-21,133,"rx_fire_sec_growth"
"O-5",2024-05-22,89,"rx_fire_sec_growth"
"O-5",2024-05-23,137,"rx_fire_sec_growth"
"O-5",2024-05-24,89,"rx_fire_sec_growth"
"O-5",2024-05-25,66,"rx_fire_sec_growth"
"O-5",2024-05-26,81,"rx_fire_sec_growth"
"O-5",2024-05-27,18,"rx_fire_sec_growth"
"O-5",2024-05-28,26,"rx_fire_sec_growth"
"O-5",2024-05-29,83,"rx_fire_sec_growth"
"O-5",2024-05-30,83,"rx_fire_sec_growth"
"O-5",2024-05-31,132,"rx_fire_sec_growth"
"O-5",2024-06-01,59,"rx_fire_sec_growth"
"O-5",2024-06-02,90,"rx_fire_sec_growth"
"O-5",2024-06-03,125,"rx_fire_sec_growth"
"O-5",2024-06-04,91,"rx_fire_sec_growth"
"O-5",2024-06-05,76,"rx_fire_sec_growth"
"O-5",2024-06-06,204,"rx_fire_sec_growth"
"O-5",2024-06-07,63,"rx_fire_sec_growth"
"O-5",2024-06-08,43,"rx_fire_sec_growth"
"O-5",2024-06-09,112,"rx_fire_sec_growth"
"O-5",2024-06-10,27,"rx_fire_sec_growth"
"O-5",2024-06-11,79,"rx_fire_sec_growth"
"O-5",2024-06-12,71,"rx_fire_sec_growth"
"O-5",2024-06-13,71,"rx_fire_sec_growth"
"O-5",2024-06-14,138,"rx_fire_sec_growth"
"O-5",2024-06-15,113,"rx_fire_sec_growth"
"O-5",2024-06-16,84,"rx_fire_sec_growth"
"O-5",2024-06-17,88,"rx_fire_sec_growth"
"O-5",2024-06-18,93,"rx_fire_sec_growth"
"O-5",2024-06-19,121,"rx_fire_sec_growth"
"O-5",2024-06-20,78,"rx_fire_sec_growth"
"O-5",2024-06-21,60,"rx_fire_sec_growth"
"O-5",2024-06-22,71,"rx_fire_sec_growth"
"O-5",2024-06-23,26,"rx_fire_sec_growth"
"O-5",2024-06-24,25,"rx_fire_sec_growth"
"O-5",2024-06-25,81,"rx_fire_sec_growth"
"O-5",2024-06-26,18,"rx_fire_sec_growth"
"O-5",2024-06-27,11,"rx_fire_sec_growth"
"O-5",2024-06-28,0,"rx_fire_sec_growth"
"O-6",2024-03-10,0,"rx_fire_sec_growth"
"O-6",2024-03-11,0,"rx_fire_sec_growth"
"O-6",2024-03-12,0,"rx_fire_sec_growth"
"O-6",2024-03-13,0,"rx_fire_sec_growth"
"O-6",2024-03-14,0,"rx_fire_sec_growth"
"O-6",2024-03-15,0,"rx_fire_sec_growth"
"O-6",2024-03-16,9,"rx_fire_sec_growth"
"O-6",2024-03-17,24,"rx_fire_sec_growth"
"O-6",2024-03-18,1,"rx_fire_sec_growth"
"O-6",2024-03-19,105,"rx_fire_sec_growth"
"O-6",2024-03-20,156,"rx_fire_sec_growth"
"O-6",2024-03-21,118,"rx_fire_sec_growth"
"O-6",2024-03-22,83,"rx_fire_sec_growth"
"O-6",2024-03-23,67,"rx_fire_sec_growth"
"O-6",2024-03-24,71,"rx_fire_sec_growth"
"O-6",2024-03-25,53,"rx_fire_sec_growth"
"O-6",2024-03-26,59,"rx_fire_sec_growth"
"O-6",2024-03-27,14,"rx_fire_sec_growth"
"O-6",2024-03-28,12,"rx_fire_sec_growth"
"O-6",2024-03-29,5,"rx_fire_sec_growth"
"O-6",2024-03-30,16,"rx_fire_sec_growth"
"O-6",2024-03-31,57,"rx_fire_sec_growth"
"O-6",2024-04-01,56,"rx_fire_sec_growth"
"O-6",2024-04-02,35,"rx_fire_sec_growth"
"O-6",2024-04-03,0,"rx_fire_sec_growth"
"O-6",2024-04-04,2,"rx_fire_sec_growth"
"O-6",2024-04-05,0,"rx_fire_sec_growth"
"O-6",2024-04-06,2,"rx_fire_sec_growth"
"O-6",2024-04-07,33,"rx_fire_sec_growth"
"O-6",2024-04-08,79,"rx_fire_sec_growth"
"O-6",2024-04-09,55,"rx_fire_sec_growth"
"O-6",2024-04-10,77,"rx_fire_sec_growth"
"O-6",2024-04-11,0,"rx_fire_sec_growth"
"O-6",2024-04-12,0,"rx_fire_sec_growth"
"O-6",2024-04-13,16,"rx_fire_sec_growth"
"O-6",2024-04-14,11,"rx_fire_sec_growth"
"O-6",2024-04-15,46,"rx_fire_sec_growth"
"O-6",2024-04-16,35,"rx_fire_sec_growth"
"O-6",2024-04-17,80,"rx_fire_sec_growth"
"O-6",2024-04-18,144,"rx_fire_sec_growth"
"O-6",2024-04-19,41,"rx_fire_sec_growth"
"O-6",2024-04-20,103,"rx_fire_sec_growth"
"O-6",2024-04-21,27,"rx_fire_sec_growth"
"O-6",2024-04-22,201,"rx_fire_sec_growth"
"O-6",2024-04-23,160,"rx_fire_sec_growth"
"O-6",2024-04-24,173,"rx_fire_sec_growth"
"O-6",2024-04-25,66,"rx_fire_sec_growth"
"O-6",2024-04-26,77,"rx_fire_sec_growth"
"O-6",2024-04-27,76,"rx_fire_sec_growth"
"O-6",2024-04-28,69,"rx_fire_sec_growth"
"O-6",2024-04-29,18,"rx_fire_sec_growth"
"O-6",2024-04-30,70,"rx_fire_sec_growth"
"O-6",2024-05-01,67,"rx_fire_sec_growth"
"O-6",2024-05-02,72,"rx_fire_sec_growth"
"O-6",2024-05-03,84,"rx_fire_sec_growth"
"O-6",2024-05-04,135,"rx_fire_sec_growth"
"O-6",2024-05-05,61,"rx_fire_sec_growth"
"O-6",2024-05-06,48,"rx_fire_sec_growth"
"O-6",2024-05-07,43,"rx_fire_sec_growth"
"O-6",2024-05-08,57,"rx_fire_sec_growth"
"O-6",2024-05-09,103,"rx_fire_sec_growth"
"O-6",2024-05-10,28,"rx_fire_sec_growth"
"O-6",2024-05-11,23,"rx_fire_sec_growth"
"O-6",2024-05-12,104,"rx_fire_sec_growth"
"O-6",2024-05-13,17,"rx_fire_sec_growth"
"O-6",2024-05-14,57,"rx_fire_sec_growth"
"O-6",2024-05-15,32,"rx_fire_sec_growth"
"O-6",2024-05-16,22,"rx_fire_sec_growth"
"O-6",2024-05-17,69,"rx_fire_sec_growth"
"O-6",2024-05-18,12,"rx_fire_sec_growth"
"O-6",2024-05-19,1,"rx_fire_sec_growth"
"O-6",2024-05-20,25,"rx_fire_sec_growth"
"O-6",2024-05-21,59,"rx_fire_sec_growth"
"O-6",2024-05-22,56,"rx_fire_sec_growth"
"O-6",2024-05-23,94,"rx_fire_sec_growth"
"O-6",2024-05-24,124,"rx_fire_sec_growth"
"O-6",2024-05-25,83,"rx_fire_sec_growth"
"O-6",2024-05-26,65,"rx_fire_sec_growth"
"O-6",2024-05-27,71,"rx_fire_sec_growth"
"O-6",2024-05-28,65,"rx_fire_sec_growth"
"O-6",2024-05-29,36,"rx_fire_sec_growth"
"O-6",2024-05-30,155,"rx_fire_sec_growth"
"O-6",2024-05-31,171,"rx_fire_sec_growth"
"O-6",2024-06-01,43,"rx_fire_sec_growth"
"O-6",2024-06-02,82,"rx_fire_sec_growth"
"O-6",2024-06-03,87,"rx_fire_sec_growth"
"O-6",2024-06-04,138,"rx_fire_sec_growth"
"O-6",2024-06-05,96,"rx_fire_sec_growth"
"O-6",2024-06-06,114,"rx_fire_sec_growth"
"O-6",2024-06-07,96,"rx_fire_sec_growth"
"O-6",2024-06-08,39,"rx_fire_sec_growth"
"O-6",2024-06-09,230,"rx_fire_sec_growth"
"O-6",2024-06-10,133,"rx_fire_sec_growth"
"O-6",2024-06-11,59,"rx_fire_sec_growth"
"O-6",2024-06-12,271,"rx_fire_sec_growth"
"O-6",2024-06-13,123,"rx_fire_sec_growth"
"O-6",2024-06-14,392,"rx_fire_sec_growth"
"O-6",2024-06-15,279,"rx_fire_sec_growth"
"O-6",2024-06-16,186,"rx_fire_sec_growth"
"O-6",2024-06-17,355,"rx_fire_sec_growth"
"O-6",2024-06-18,271,"rx_fire_sec_growth"
"O-6",2024-06-19,202,"rx_fire_sec_growth"
"O-6",2024-06-20,138,"rx_fire_sec_growth"
"O-6",2024-06-21,155,"rx_fire_sec_growth"
"O-6",2024-06-22,180,"rx_fire_sec_growth"
"O-6",2024-06-23,83,"rx_fire_sec_growth"
"O-6",2024-06-24,84,"rx_fire_sec_growth"
"O-6",2024-06-25,82,"rx_fire_sec_growth"
"O-6",2024-06-26,135,"rx_fire_sec_growth"
"O-6",2024-06-27,12,"rx_fire_sec_growth"
"O-6",2024-06-28,0,"rx_fire_sec_growth"
"O-7",2024-03-10,0,"rx_fire_sec_growth"
"O-7",2024-03-11,0,"rx_fire_sec_growth"
"O-7",2024-03-12,0,"rx_fire_sec_growth"
"O-7",2024-03-13,0,"rx_fire_sec_growth"
"O-7",2024-03-14,0,"rx_fire_sec_growth"
"O-7",2024-03-15,0,"rx_fire_sec_growth"
"O-7",2024-03-16,0,"rx_fire_sec_growth"
"O-7",2024-03-17,2,"rx_fire_sec_growth"
"O-7",2024-03-18,0,"rx_fire_sec_growth"
"O-7",2024-03-19,0,"rx_fire_sec_growth"
"O-7",2024-03-20,72,"rx_fire_sec_growth"
"O-7",2024-03-21,82,"rx_fire_sec_growth"
"O-7",2024-03-22,18,"rx_fire_sec_growth"
"O-7",2024-03-23,16,"rx_fire_sec_growth"
"O-7",2024-03-24,153,"rx_fire_sec_growth"
"O-7",2024-03-25,133,"rx_fire_sec_growth"
"O-7",2024-03-26,57,"rx_fire_sec_growth"
"O-7",2024-03-27,146,"rx_fire_sec_growth"
"O-7",2024-03-28,4,"rx_fire_sec_growth"
"O-7",2024-03-29,14,"rx_fire_sec_growth"
"O-7",2024-03-30,64,"rx_fire_sec_growth"
"O-7",2024-03-31,136,"rx_fire_sec_growth"
"O-7",2024-04-01,169,"rx_fire_sec_growth"
"O-7",2024-04-02,116,"rx_fire_sec_growth"
"O-7",2024-04-03,0,"rx_fire_sec_growth"
"O-7",2024-04-04,38,"rx_fire_sec_growth"
"O-7",2024-04-05,6,"rx_fire_sec_growth"
"O-7",2024-04-06,13,"rx_fire_sec_growth"
"O-7",2024-04-07,53,"rx_fire_sec_growth"
"O-7",2024-04-08,107,"rx_fire_sec_growth"
"O-7",2024-04-09,136,"rx_fire_sec_growth"
"O-7",2024-04-10,140,"rx_fire_sec_growth"
"O-7",2024-04-11,8,"rx_fire_sec_growth"
"O-7",2024-04-12,21,"rx_fire_sec_growth"
"O-7",2024-04-13,120,"rx_fire_sec_growth"
"O-7",2024-04-14,258,"rx_fire_sec_growth"
"O-7",2024-04-15,227,"rx_fire_sec_growth"
"O-7",2024-04-16,87,"rx_fire_sec_growth"
"O-7",2024-04-17,252,"rx_fire_sec_growth"
"O-7",2024-04-18,341,"rx_fire_sec_growth"
"O-7",2024-04-19,180,"rx_fire_sec_growth"
"O-7",2024-04-20,147,"rx_fire_sec_growth"
"O-7",2024-04-21,187,"rx_fire_sec_growth"
"O-7",2024-04-22,265,"rx_fire_sec_growth"
"O-7",2024-04-23,240,"rx_fire_sec_growth"
"O-7",2024-04-24,245,"rx_fire_sec_growth"
"O-7",2024-04-25,216,"rx_fire_sec_growth"
"O-7",2024-04-26,89,"rx_fire_sec_growth"
"O-7",2024-04-27,118,"rx_fire_sec_growth"
"O-7",2024-04-28,163,"rx_fire_sec_growth"
"O-7",2024-04-29,59,"rx_fire_sec_growth"
"O-7",2024-04-30,215,"rx_fire_sec_growth"
"O-7",2024-05-01,82,"rx_fire_sec_growth"
"O-7",2024-05-02,238,"rx_fire_sec_growth"
"O-7",2024-05-03,166,"rx_fire_sec_growth"
"O-7",2024-05-04,244,"rx_fire_sec_growth"
"O-7",2024-05-05,319,"rx_fire_sec_growth"
"O-7",2024-05-06,189,"rx_fire_sec_growth"
"O-7",2024-05-07,155,"rx_fire_sec_growth"
"O-7",2024-05-08,163,"rx_fire_sec_growth"
"O-7",2024-05-09,171,"rx_fire_sec_growth"
"O-7",2024-05-10,107,"rx_fire_sec_growth"
"O-7",2024-05-11,480,"rx_fire_sec_growth"
"O-7",2024-05-12,262,"rx_fire_sec_growth"
"O-7",2024-05-13,137,"rx_fire_sec_growth"
"O-7",2024-05-14,329,"rx_fire_sec_growth"
"O-7",2024-05-15,59,"rx_fire_sec_growth"
"O-7",2024-05-16,396,"rx_fire_sec_growth"
"O-7",2024-05-17,187,"rx_fire_sec_growth"
"O-7",2024-05-18,128,"rx_fire_sec_growth"
"O-7",2024-05-19,152,"rx_fire_sec_growth"
"O-7",2024-05-20,240,"rx_fire_sec_growth"
"O-7",2024-05-21,557,"rx_fire_sec_growth"
"O-7",2024-05-22,310,"rx_fire_sec_growth"
"O-7",2024-05-23,239,"rx_fire_sec_growth"
"O-7",2024-05-24,225,"rx_fire_sec_growth"
"O-7",2024-05-25,357,"rx_fire_sec_growth"
"O-7",2024-05-26,97,"rx_fire_sec_growth"
"O-7",2024-05-27,332,"rx_fire_sec_growth"
"O-7",2024-05-28,208,"rx_fire_sec_growth"
"O-7",2024-05-29,552,"rx_fire_sec_growth"
"O-7",2024-05-30,532,"rx_fire_sec_growth"
"O-7",2024-05-31,151,"rx_fire_sec_growth"
"O-7",2024-06-01,211,"rx_fire_sec_growth"
"O-7",2024-06-02,238,"rx_fire_sec_growth"
"O-7",2024-06-03,298,"rx_fire_sec_growth"
"O-7",2024-06-04,133,"rx_fire_sec_growth"
"O-7",2024-06-05,63,"rx_fire_sec_growth"
"O-7",2024-06-06,266,"rx_fire_sec_growth"
"O-7",2024-06-07,278,"rx_fire_sec_growth"
"O-7",2024-06-08,297,"rx_fire_sec_growth"
"O-7",2024-06-09,396,"rx_fire_sec_growth"
"O-7",2024-06-10,230,"rx_fire_sec_growth"
"O-7",2024-06-11,364,"rx_fire_sec_growth"
"O-7",2024-06-12,429,"rx_fire_sec_growth"
"O-7",2024-06-13,361,"rx_fire_sec_growth"
"O-7",2024-06-14,294,"rx_fire_sec_growth"
"O-7",2024-06-15,291,"rx_fire_sec_growth"
"O-7",2024-06-16,220,"rx_fire_sec_growth"
"O-7",2024-06-17,394,"rx_fire_sec_growth"
"O-7",2024-06-18,192,"rx_fire_sec_growth"
"O-7",2024-06-19,331,"rx_fire_sec_growth"
"O-7",2024-06-20,250,"rx_fire_sec_growth"
"O-7",2024-06-21,476,"rx_fire_sec_growth"
"O-7",2024-06-22,189,"rx_fire_sec_growth"
"O-7",2024-06-23,92,"rx_fire_sec_growth"
"O-7",2024-06-24,44,"rx_fire_sec_growth"
"O-7",2024-06-25,95,"rx_fire_sec_growth"
"O-7",2024-06-26,239,"rx_fire_sec_growth"
"O-7",2024-06-27,57,"rx_fire_sec_growth"
"O-7",2024-06-28,0,"rx_fire_sec_growth"
"O-8",2024-03-10,0,"rx_fire_sec_growth"
"O-8",2024-03-11,0,"rx_fire_sec_growth"
"O-8",2024-03-12,0,"rx_fire_sec_growth"
"O-8",2024-03-13,0,"rx_fire_sec_growth"
"O-8",2024-03-14,0,"rx_fire_sec_growth"
"O-8",2024-03-15,0,"rx_fire_sec_growth"
"O-8",2024-03-16,0,"rx_fire_sec_growth"
"O-8",2024-03-17,0,"rx_fire_sec_growth"
"O-8",2024-03-18,0,"rx_fire_sec_growth"
"O-8",2024-03-19,0,"rx_fire_sec_growth"
"O-8",2024-03-20,0,"rx_fire_sec_growth"
"O-8",2024-03-21,0,"rx_fire_sec_growth"
"O-8",2024-03-22,0,"rx_fire_sec_growth"
"O-8",2024-03-23,0,"rx_fire_sec_growth"
"O-8",2024-03-24,0,"rx_fire_sec_growth"
"O-8",2024-03-25,0,"rx_fire_sec_growth"
"O-8",2024-03-26,0,"rx_fire_sec_growth"
"O-8",2024-03-27,0,"rx_fire_sec_growth"
"O-8",2024-03-28,0,"rx_fire_sec_growth"
"O-8",2024-03-29,0,"rx_fire_sec_growth"
"O-8",2024-03-30,0,"rx_fire_sec_growth"
"O-8",2024-03-31,0,"rx_fire_sec_growth"
"O-8",2024-04-01,0,"rx_fire_sec_growth"
"O-8",2024-04-02,0,"rx_fire_sec_growth"
"O-8",2024-04-03,0,"rx_fire_sec_growth"
"O-8",2024-04-04,0,"rx_fire_sec_growth"
"O-8",2024-04-05,0,"rx_fire_sec_growth"
"O-8",2024-04-06,0,"rx_fire_sec_growth"
"O-8",2024-04-07,0,"rx_fire_sec_growth"
"O-8",2024-04-08,0,"rx_fire_sec_growth"
"O-8",2024-04-09,0,"rx_fire_sec_growth"
"O-8",2024-04-10,0,"rx_fire_sec_growth"
"O-8",2024-04-11,0,"rx_fire_sec_growth"
"O-8",2024-04-12,0,"rx_fire_sec_growth"
"O-8",2024-04-13,0,"rx_fire_sec_growth"
"O-8",2024-04-14,0,"rx_fire_sec_growth"
"O-8",2024-04-15,0,"rx_fire_sec_growth"
"O-8",2024-04-16,0,"rx_fire_sec_growth"
"O-8",2024-04-17,0,"rx_fire_sec_growth"
"O-8",2024-04-18,0,"rx_fire_sec_growth"
"O-8",2024-04-19,0,"rx_fire_sec_growth"
"O-8",2024-04-20,0,"rx_fire_sec_growth"
"O-8",2024-04-21,0,"rx_fire_sec_growth"
"O-8",2024-04-22,163,"rx_fire_sec_growth"
"O-8",2024-04-23,233,"rx_fire_sec_growth"
"O-8",2024-04-24,324,"rx_fire_sec_growth"
"O-8",2024-04-25,319,"rx_fire_sec_growth"
"O-8",2024-04-26,103,"rx_fire_sec_growth"
"O-8",2024-04-27,173,"rx_fire_sec_growth"
"O-8",2024-04-28,164,"rx_fire_sec_growth"
"O-8",2024-04-29,220,"rx_fire_sec_growth"
"O-8",2024-04-30,249,"rx_fire_sec_growth"
"O-8",2024-05-01,178,"rx_fire_sec_growth"
"O-8",2024-05-02,267,"rx_fire_sec_growth"
"O-8",2024-05-03,265,"rx_fire_sec_growth"
"O-8",2024-05-04,374,"rx_fire_sec_growth"
"O-8",2024-05-05,278,"rx_fire_sec_growth"
"O-8",2024-05-06,218,"rx_fire_sec_growth"
"O-8",2024-05-07,58,"rx_fire_sec_growth"
"O-8",2024-05-08,388,"rx_fire_sec_growth"
"O-8",2024-05-09,390,"rx_fire_sec_growth"
"O-8",2024-05-10,375,"rx_fire_sec_growth"
"O-8",2024-05-11,479,"rx_fire_sec_growth"
"O-8",2024-05-12,195,"rx_fire_sec_growth"
"O-8",2024-05-13,140,"rx_fire_sec_growth"
"O-8",2024-05-14,228,"rx_fire_sec_growth"
"O-8",2024-05-15,186,"rx_fire_sec_growth"
"O-8",2024-05-16,199,"rx_fire_sec_growth"
"O-8",2024-05-17,127,"rx_fire_sec_growth"
"O-8",2024-05-18,177,"rx_fire_sec_growth"
"O-8",2024-05-19,258,"rx_fire_sec_growth"
"O-8",2024-05-20,191,"rx_fire_sec_growth"
"O-8",2024-05-21,469,"rx_fire_sec_growth"
"O-8",2024-05-22,786,"rx_fire_sec_growth"
"O-8",2024-05-23,347,"rx_fire_sec_growth"
"O-8",2024-05-24,175,"rx_fire_sec_growth"
"O-8",2024-05-25,87,"rx_fire_sec_growth"
"O-8",2024-05-26,248,"rx_fire_sec_growth"
"O-8",2024-05-27,217,"rx_fire_sec_growth"
"O-8",2024-05-28,305,"rx_fire_sec_growth"
"O-8",2024-05-29,126,"rx_fire_sec_growth"
"O-8",2024-05-30,307,"rx_fire_sec_growth"
"O-8",2024-05-31,338,"rx_fire_sec_growth"
"O-8",2024-06-01,306,"rx_fire_sec_growth"
"O-8",2024-06-02,179,"rx_fire_sec_growth"
"O-8",2024-06-03,389,"rx_fire_sec_growth"
"O-8",2024-06-04,293,"rx_fire_sec_growth"
"O-8",2024-06-05,134,"rx_fire_sec_growth"
"O-8",2024-06-06,275,"rx_fire_sec_growth"
"O-8",2024-06-07,238,"rx_fire_sec_growth"
"O-8",2024-06-08,296,"rx_fire_sec_growth"
"O-8",2024-06-09,352,"rx_fire_sec_growth"
"O-8",2024-06-10,362,"rx_fire_sec_growth"
"O-8",2024-06-11,620,"rx_fire_sec_growth"
"O-8",2024-06-12,449,"rx_fire_sec_growth"
"O-8",2024-06-13,343,"rx_fire_sec_growth"
"O-8",2024-06-14,312,"rx_fire_sec_growth"
"O-8",2024-06-15,240,"rx_fire_sec_growth"
"O-8",2024-06-16,321,"rx_fire_sec_growth"
"O-8",2024-06-17,269,"rx_fire_sec_growth"
"O-8",2024-06-18,338,"rx_fire_sec_growth"
"O-8",2024-06-19,193,"rx_fire_sec_growth"
"O-8",2024-06-20,25,"rx_fire_sec_growth"
"O-8",2024-06-21,377,"rx_fire_sec_growth"
"O-8",2024-06-22,241,"rx_fire_sec_growth"
"O-8",2024-06-23,119,"rx_fire_sec_growth"
"O-8",2024-06-24,47,"rx_fire_sec_growth"
"O-8",2024-06-25,99,"rx_fire_sec_growth"
"O-8",2024-06-26,144,"rx_fire_sec_growth"
"O-8",2024-06-27,58,"rx_fire_sec_growth"
"O-8",2024-06-28,0,"rx_fire_sec_growth"
"R-10",2024-03-10,0,"rx_fire_young"
"R-10",2024-03-11,3,"rx_fire_young"
"R-10",2024-03-12,0,"rx_fire_young"
"R-10",2024-03-13,0,"rx_fire_young"
"R-10",2024-03-14,0,"rx_fire_young"
"R-10",2024-03-15,0,"rx_fire_young"
"R-10",2024-03-16,0,"rx_fire_young"
"R-10",2024-03-17,0,"rx_fire_young"
"R-10",2024-03-18,0,"rx_fire_young"
"R-10",2024-03-19,0,"rx_fire_young"
"R-10",2024-03-20,14,"rx_fire_young"
"R-10",2024-03-21,5,"rx_fire_young"
"R-10",2024-03-22,20,"rx_fire_young"
"R-10",2024-03-23,3,"rx_fire_young"
"R-10",2024-03-24,0,"rx_fire_young"
"R-10",2024-03-25,1,"rx_fire_young"
"R-10",2024-03-26,20,"rx_fire_young"
"R-10",2024-03-27,7,"rx_fire_young"
"R-10",2024-03-28,1,"rx_fire_young"
"R-10",2024-03-29,8,"rx_fire_young"
"R-10",2024-03-30,79,"rx_fire_young"
"R-10",2024-03-31,101,"rx_fire_young"
"R-10",2024-04-01,81,"rx_fire_young"
"R-10",2024-04-02,122,"rx_fire_young"
"R-10",2024-04-03,4,"rx_fire_young"
"R-10",2024-04-04,83,"rx_fire_young"
"R-10",2024-04-05,42,"rx_fire_young"
"R-10",2024-04-06,0,"rx_fire_young"
"R-10",2024-04-07,29,"rx_fire_young"
"R-10",2024-04-08,147,"rx_fire_young"
"R-10",2024-04-09,178,"rx_fire_young"
"R-10",2024-04-10,110,"rx_fire_young"
"R-10",2024-04-11,2,"rx_fire_young"
"R-10",2024-04-12,28,"rx_fire_young"
"R-10",2024-04-13,223,"rx_fire_young"
"R-10",2024-04-14,157,"rx_fire_young"
"R-10",2024-04-15,199,"rx_fire_young"
"R-10",2024-04-16,79,"rx_fire_young"
"R-10",2024-04-17,97,"rx_fire_young"
"R-10",2024-04-18,284,"rx_fire_young"
"R-10",2024-04-19,492,"rx_fire_young"
"R-10",2024-04-20,351,"rx_fire_young"
"R-10",2024-04-21,181,"rx_fire_young"
"R-10",2024-04-22,155,"rx_fire_young"
"R-10",2024-04-23,183,"rx_fire_young"
"R-10",2024-04-24,306,"rx_fire_young"
"R-10",2024-04-25,215,"rx_fire_young"
"R-10",2024-04-26,293,"rx_fire_young"
"R-10",2024-04-27,284,"rx_fire_young"
"R-10",2024-04-28,260,"rx_fire_young"
"R-10",2024-04-29,308,"rx_fire_young"
"R-10",2024-04-30,360,"rx_fire_young"
"R-10",2024-05-01,385,"rx_fire_young"
"R-10",2024-05-02,332,"rx_fire_young"
"R-10",2024-05-03,323,"rx_fire_young"
"R-10",2024-05-04,289,"rx_fire_young"
"R-10",2024-05-05,325,"rx_fire_young"
"R-10",2024-05-06,137,"rx_fire_young"
"R-10",2024-05-07,304,"rx_fire_young"
"R-10",2024-05-08,264,"rx_fire_young"
"R-10",2024-05-09,236,"rx_fire_young"
"R-10",2024-05-10,232,"rx_fire_young"
